event_region_id,region,region_label,year,start_date,end_date,duration_days,deaths,total_affected,precip_mm,severity_score,severity_tier,split,event_inventory_source,era5_summary_status,era5_window_mean_hourly_precip_mm,era5_window_max_t2m_c
southern_africa_limpopo_zambezi__EMDAT_2022-0788-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-12-10,2022-12-12,3,17.0,56177.0,90.9665069580078,74.08666506958006,moderate,test,EM-DAT Public Table,ok,0.2229571193456649,31.8521728515625
southern_africa_limpopo_zambezi__EMDAT_2023-0056-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-01-11,2023-01-30,20,,22000.0,228.82066345214844,24.288206634521483,moderate,test,EM-DAT Public Table,ok,0.2804174721240997,30.40512084960937
southern_africa_limpopo_zambezi__EMDAT_2023-0078-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-07,2023-02-12,6,14.0,89093.0,143.71884155273438,104.53018841552735,moderate,test,EM-DAT Public Table,ok,0.2994142472743988,28.738311767578125
southern_africa_limpopo_zambezi__EMDAT_2023-0110-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-07,2023-03-09,31,,154608.0,292.943115234375,157.53743115234374,moderate,test,EM-DAT Public Table,ok,0.2712436318397522,31.04278564453125
southern_africa_limpopo_zambezi__EMDAT_2023-0080-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-08,2023-02-21,14,17.0,1000.0,198.85775756835935,19.988577575683593,moderate,test,EM-DAT Public Table,ok,0.295919269323349,31.04278564453125
southern_africa_limpopo_zambezi__EMDAT_2023-0180-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-03-23,2023-03-27,5,3.0,500.0,89.57683563232422,4.395768356323242,moderate,test,EM-DAT Public Table,ok,0.1964404284954071,29.21331787109375
southern_africa_limpopo_zambezi__EMDAT_2023-0619-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-09-23,2023-09-24,2,11.0,5000.0,7.637721538543701,16.07637721538544,moderate,test,EM-DAT Public Table,ok,0.0198899004608392,32.79132080078125
southern_africa_limpopo_zambezi__EMDAT_2023-0855-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-12-24,2023-12-26,3,34.0,1800.0,116.28341674804688,36.962834167480466,moderate,test,EM-DAT Public Table,ok,0.2850083708763122,31.60150146484375
southern_africa_limpopo_zambezi__EMDAT_2024-0015-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-01-12,2024-01-19,8,13.0,756.0,140.8727569580078,15.164727569580078,moderate,test,EM-DAT Public Table,ok,0.2668044567108154,29.762420654296875
southern_africa_limpopo_zambezi__EMDAT_2024-0122-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-02-27,2024-03-07,10,6.0,14004.0,82.46761322021484,20.828676132202148,moderate,test,EM-DAT Public Table,ok,0.1431729346513748,32.982574462890625
southern_africa_limpopo_zambezi__EMDAT_2024-0302-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-06-01,2024-06-03,3,21.0,46620.0,2.459904193878174,67.64459904193879,moderate,test,EM-DAT Public Table,ok,0.0060291769914329,28.96868896484375
southern_africa_limpopo_zambezi__EMDAT_2024-0783-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-10-22,2024-10-25,4,10.0,3090.0,26.50436782836914,13.35504367828369,moderate,test,EM-DAT Public Table,ok,0.0613527037203311,33.7376708984375
southern_africa_limpopo_zambezi__EMDAT_2024-0902-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-11-27,2024-12-06,10,11.0,48828.0,60.5912971496582,60.43391297149658,moderate,test,EM-DAT Public Table,ok,0.1051932275295257,34.224853515625
west_africa_niger_benue__DFO_1793,west_africa_niger_benue,West Africa: Niger / Benue basin,2001,2001-08-18,2001-10-09,53,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_1778,west_africa_niger_benue,West Africa: Niger / Benue basin,2001,2001-08-19,2001-10-11,54,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2303,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-03,2003-11-02,92,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2311,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-05,2003-10-12,69,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2314,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-05,2003-10-12,69,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2316,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-09,2003-11-05,89,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2320,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-10,2003-10-19,71,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2345,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-09-05,2003-10-28,54,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2361,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-09-22,2003-10-10,19,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2576,west_africa_niger_benue,West Africa: Niger / Benue basin,2004,2004-10-07,2004-11-04,29,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2634,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-03-06,2005-03-09,4,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2721,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-08-07,2005-09-16,41,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2742,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-09-27,2005-10-07,11,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2947,west_africa_niger_benue,West Africa: Niger / Benue basin,2006,2006-08-03,2006-10-11,70,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3166,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-07-26,2007-10-10,77,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3145,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-07-28,2007-08-01,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3151,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-04,2007-10-21,79,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3153,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-07,2007-09-05,30,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3167,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-09,2007-08-15,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3179,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-25,2007-10-01,38,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3180,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-31,2007-09-20,21,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3368,west_africa_niger_benue,West Africa: Niger / Benue basin,2008,2008-07-20,2008-08-25,37,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3348,west_africa_niger_benue,West Africa: Niger / Benue basin,2008,2008-08-02,2008-08-08,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3534,west_africa_niger_benue,West Africa: Niger / Benue basin,2009,2009-08-10,2009-09-02,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3555,west_africa_niger_benue,West Africa: Niger / Benue basin,2009,2009-10-20,2009-10-26,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3663,west_africa_niger_benue,West Africa: Niger / Benue basin,2010,2010-06-22,2010-06-26,5,,,91.86941528320312,0.9186941528320313,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2014680206775665,33.1507568359375
west_africa_niger_benue__DFO_3714,west_africa_niger_benue,West Africa: Niger / Benue basin,2010,2010-08-15,2010-09-17,34,,,373.76666259765625,3.7376666259765625,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.3244502246379852,30.492218017578125
west_africa_niger_benue__DFO_3741,west_africa_niger_benue,West Africa: Niger / Benue basin,2010,2010-10-01,2010-11-05,36,,,213.09866333007807,2.1309866333007808,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1775822192430496,33.802398681640625
west_africa_niger_benue__DFO_3747,west_africa_niger_benue,West Africa: Niger / Benue basin,2010,2010-11-05,2010-11-11,7,,,49.1690559387207,0.491690559387207,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.0975576490163803,33.802398681640625
west_africa_niger_benue__DFO_3872,west_africa_niger_benue,West Africa: Niger / Benue basin,2011,2011-10-26,2011-10-29,4,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3901,west_africa_niger_benue,West Africa: Niger / Benue basin,2012,2012-02-20,2012-02-27,8,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3971,west_africa_niger_benue,West Africa: Niger / Benue basin,2012,2012-08-24,2012-08-29,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3976,west_africa_niger_benue,West Africa: Niger / Benue basin,2012,2012-08-25,2012-09-26,33,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3982,west_africa_niger_benue,West Africa: Niger / Benue basin,2012,2012-09-02,2012-09-07,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3994,west_africa_niger_benue,West Africa: Niger / Benue basin,2012,2012-09-15,2012-10-15,31,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_4175,west_africa_niger_benue,West Africa: Niger / Benue basin,2014,2014-08-13,2014-08-19,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_4294,west_africa_niger_benue,West Africa: Niger / Benue basin,2015,2015-08-30,2015-09-11,13,,,184.62823486328125,1.8462823486328126,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2849201261997223,30.9637451171875
west_africa_niger_benue__DFO_4391,west_africa_niger_benue,West Africa: Niger / Benue basin,2016,2016-09-14,2016-09-22,9,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_4667,west_africa_niger_benue,West Africa: Niger / Benue basin,2018,2018-08-20,2018-10-02,44,,,418.583984375,4.18583984375,moderate,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.3007068932056427,32.115570068359375
west_africa_niger_benue__DFO_4683,west_africa_niger_benue,West Africa: Niger / Benue basin,2018,2018-09-01,2018-10-02,32,,,315.1866149902344,3.151866149902344,moderate,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2854951322078705,32.115570068359375
west_africa_niger_benue__EMDAT_2020-0169-BFA,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-04-19,2020-04-26,8,,21000.0,46.02410888671875,21.46024108886719,moderate,test,EM-DAT Public Table,ok,0.0871668756008148,36.47476196289063
west_africa_niger_benue__EMDAT_2020-0302-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-04-20,2020-04-21,2,,2062.0,37.33015441894531,2.435301544189453,moderate,test,EM-DAT Public Table,ok,0.0972139462828636,36.47476196289063
west_africa_niger_benue__EMDAT_2020-0257-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-06-14,2020-06-16,3,4.0,300.0,73.80886840820312,5.038088684082031,moderate,test,EM-DAT Public Table,ok,0.1809040904045105,33.6553955078125
west_africa_niger_benue__EMDAT_2020-0321-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-06-24,2020-07-31,38,30.0,,287.1724548339844,32.87172454833984,moderate,test,EM-DAT Public Table,ok,0.2301061302423477,32.531646728515625
west_africa_niger_benue__EMDAT_2020-0455-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-06-24,2020-10-31,130,155.0,193425.0,760.5471801757812,356.0304718017578,moderate,test,EM-DAT Public Table,ok,0.2200657278299331,33.33880615234375
west_africa_niger_benue__EMDAT_2020-0336-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-07-01,2020-09-10,72,73.0,632608.0,529.5597534179688,710.9035975341798,extreme,test,EM-DAT Public Table,ok,0.2565696537494659,32.531646728515625
west_africa_niger_benue__EMDAT_2020-0382-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-08-01,2020-10-12,73,3.0,34872.0,524.656005859375,43.11856005859375,moderate,test,EM-DAT Public Table,ok,0.2512720227241516,32.326904296875
west_africa_niger_benue__EMDAT_2020-0387-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-08-01,2020-09-10,41,10.0,50012.0,353.6601867675781,63.548601867675785,moderate,test,EM-DAT Public Table,ok,0.2679243981838226,30.257720947265625
west_africa_niger_benue__EMDAT_2020-0592-CMR,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-09-11,2020-09-12,2,,26402.0,123.34091186523438,27.635409118652344,moderate,test,EM-DAT Public Table,ok,0.321200281381607,30.781158447265625
west_africa_niger_benue__EMDAT_2020-0421-BEN,west_africa_niger_benue,West Africa: Niger / Benue basin,2020,2020-10-01,2020-10-02,2,6.0,7000.0,94.1710968017578,13.941710968017578,moderate,test,EM-DAT Public Table,ok,0.2452372312545776,30.86410522460937
west_africa_niger_benue__EMDAT_2021-0461-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2021,2021-06-15,2021-08-31,78,62.0,105750.0,552.5894775390625,173.2758947753906,moderate,test,EM-DAT Public Table,ok,0.250266969203949,33.3773193359375
west_africa_niger_benue__EMDAT_2021-0382-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2021,2021-06-26,2021-08-31,67,32.0,269180.0,508.50537109375,306.2650537109375,moderate,test,EM-DAT Public Table,ok,0.2615768313407898,31.93270874023437
west_africa_niger_benue__EMDAT_2021-0521-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2021,2021-07-01,2021-08-31,62,,7500.0,468.0430603027344,12.180430603027343,moderate,test,EM-DAT Public Table,ok,0.2566025555133819,31.7286376953125
west_africa_niger_benue__EMDAT_2021-0589-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2021,2021-09-12,2021-09-13,2,4.0,830.0,101.9365005493164,5.849365005493164,moderate,test,EM-DAT Public Table,ok,0.2654596269130707,31.66171264648437
west_africa_niger_benue__EMDAT_2021-0701-BEN,west_africa_niger_benue,West Africa: Niger / Benue basin,2021,2021-09-15,2021-10-26,42,13.0,35850.0,256.03179931640625,51.410317993164064,moderate,test,EM-DAT Public Table,ok,0.1904998570680618,33.55914306640625
west_africa_niger_benue__EMDAT_2022-0446-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-06-01,2022-09-30,122,195.0,322185.0,797.755859375,525.16255859375,extreme,test,EM-DAT Public Table,ok,0.2444104999303817,34.491485595703125
west_africa_niger_benue__EMDAT_2022-0509-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-06-06,2022-10-31,148,22.0,1100229.0,860.337646484375,1130.8323764648437,extreme,test,EM-DAT Public Table,ok,0.2212802618741989,34.491485595703125
west_africa_niger_benue__EMDAT_2022-0338-CMR,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-06-26,2022-10-31,128,2.0,153095.0,761.5729370117188,162.71072937011718,moderate,test,EM-DAT Public Table,ok,0.2234662324190139,32.980224609375
west_africa_niger_benue__EMDAT_2022-0654-MLI,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-07-01,2022-10-31,123,10.0,79012.0,733.3953857421875,96.34595385742188,moderate,test,EM-DAT Public Table,ok,0.2230521291494369,32.980224609375
west_africa_niger_benue__EMDAT_2022-0674-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-07-01,2022-10-31,123,603.0,2802500.0,733.3953857421875,3412.833953857422,extreme,test,EM-DAT Public Table,ok,0.2230521291494369,32.980224609375
west_africa_niger_benue__EMDAT_2022-0696-BEN,west_africa_niger_benue,West Africa: Niger / Benue basin,2022,2022-09-01,2022-10-31,61,44.0,73000.0,386.221435546875,120.86221435546875,moderate,test,EM-DAT Public Table,ok,0.2145674675703048,32.980224609375
west_africa_niger_benue__EMDAT_2023-0457-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2023,2023-07-01,2023-10-31,123,41.0,169651.0,728.6419677734375,217.9374196777344,moderate,test,EM-DAT Public Table,ok,0.221606433391571,33.9200439453125
west_africa_niger_benue__EMDAT_2023-0477-CMR,west_africa_niger_benue,West Africa: Niger / Benue basin,2023,2023-07-18,2023-07-19,2,2.0,93260.0,88.38749694824219,96.14387496948243,moderate,test,EM-DAT Public Table,ok,0.2301757782697677,31.552215576171875
west_africa_niger_benue__EMDAT_2023-0672-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2023,2023-09-17,2023-09-19,3,,1336.0,94.47914123535156,2.2807914123535156,moderate,test,EM-DAT Public Table,ok,0.2315665185451507,32.228424072265625
west_africa_niger_benue__EMDAT_2023-0691-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2023,2023-10-05,2023-10-19,15,275.0,30000.0,121.35401916503906,306.2135401916504,moderate,test,EM-DAT Public Table,ok,0.1743592172861099,33.27020263671875
west_africa_niger_benue__EMDAT_2024-0260-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-03-01,2024-04-29,60,1.0,3805.0,81.97110748291016,5.624711074829102,moderate,test,EM-DAT Public Table,ok,0.0461549013853073,38.3798828125
west_africa_niger_benue__EMDAT_2024-0703-MLI,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-06-01,2024-09-30,122,92.0,380154.0,815.12158203125,480.30521582031247,extreme,test,EM-DAT Public Table,ok,0.2497308701276779,35.71319580078125
west_africa_niger_benue__EMDAT_2024-0390-NER,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-06-11,2024-10-31,143,396.0,1527058.0,880.3524169921875,1931.861524169922,extreme,test,EM-DAT Public Table,ok,0.2336391806602478,33.797393798828125
west_africa_niger_benue__EMDAT_2024-0970-BEN,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-06-26,2024-06-26,1,,34052.0,72.81729125976562,34.780172912597656,moderate,test,EM-DAT Public Table,ok,0.2022702544927597,33.30712890625
west_africa_niger_benue__EMDAT_2024-0569-TCD,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-08-01,2024-09-30,61,576.0,1941869.0,521.3938598632812,2523.082938598633,extreme,test,EM-DAT Public Table,ok,0.2896632552146911,31.581298828125
west_africa_niger_benue__EMDAT_2024-0648-CMR,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-08-01,2024-09-30,61,38.0,500008.0,521.3938598632812,543.2219385986328,extreme,test,EM-DAT Public Table,ok,0.2896632552146911,31.581298828125
west_africa_niger_benue__EMDAT_2024-0635-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-08-20,2024-09-30,42,321.0,1377411.0,430.6849365234375,1702.7178493652345,extreme,test,EM-DAT Public Table,ok,0.320450097322464,31.581298828125
west_africa_niger_benue__EMDAT_2024-0657-NGA,west_africa_niger_benue,West Africa: Niger / Benue basin,2024,2024-09-07,2024-09-09,3,37.0,414058.0,120.1335678100586,452.25933567810057,extreme,test,EM-DAT Public Table,ok,0.2944450080394745,30.705352783203125
